nasa_id,title,date_created,media_type,keywords,secondary_creator,description,href
PIA16801,Using Curiosity Mast Camera to View Scene in Natural Color,2013-03-18T17:08:12Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech/MSSS/ASU,"NASA rover Curiosity uses its calibration target for the Mastcam to approximate colors we would see on Mars, using the known colors of materials on the target.",https://images-assets.nasa.gov/image/PIA16801/PIA16801~thumb.jpg
PIA16803,Bluish-Black Rock with White Crystals on Mars,2013-03-18T17:08:14Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech/MSSS,The Mast Camera Mastcam on NASA Mars rover Curiosity showed researchers interesting color and patterns in this unnamed rock.,https://images-assets.nasa.gov/image/PIA16803/PIA16803~thumb.jpg
PIA16804,Bluish Color in Broken Rock in Yellowknife Bay,2013-03-18T17:08:15Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech/MSSS/ASU,"The Mast Camera Mastcam on NASA Mars rover Curiosity showed researchers interesting internal color in this rock called Sutton_Inlier, which was broken by the rover driving over it.",https://images-assets.nasa.gov/image/PIA16804/PIA16804~thumb.jpg
PIA16811,Geometry of Mars Solar Conjunction,2013-03-20T18:56:20Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech,"This diagram illustrates the positions of Mars, Earth and the sun during a period that occurs approximately every 26 months, when Mars passes almost directly behind the sun from Earth perspective.",https://images-assets.nasa.gov/image/PIA16811/PIA16811~thumb.jpg
PIA16815,Dust from Mars Drilling: Tailings and Discard Piles,2013-04-08T14:45:01Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech/MSSS,"This image shows the first holes into rock drilled by NASA Mars rover Curiosity, with drill tailings around the holes plus piles of powdered rock collected from the deeper hole and later discarded.",https://images-assets.nasa.gov/image/PIA16815/PIA16815~thumb.jpg
PIA16816,The SAM Suite,2013-04-08T14:45:02Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech,This illustration shows the instruments and subsystems of the Sample Analysis at Mars SAM suite on the Curiosity Rover of NASA Mars Science Laboratory Project. SAM analyzes the gases in the Martian atmosphere.,https://images-assets.nasa.gov/image/PIA16816/PIA16816~thumb.jpg
PIA16818,Argon Isotopes Provide Robust Signature of Atmospheric Loss,2013-04-08T14:45:04Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech,"This image, made by the quadrupole mass spectrometer in the SAM suite of instruments in NASA Curiosity Mars rover. shows the ratio of the argon isotope argon-36 to the heavier argon isotope argon-38, in various measurements.",https://images-assets.nasa.gov/image/PIA16818/PIA16818~thumb.jpg
PIA16819,Curiosity ChemCam Removes Dust,2013-04-08T14:45:05Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech/LANL/CNES/IRAP/LPGNantes/CNRS/IAS,This pair of images taken a few minutes apart show how laser firing by NASA Mars rover Curiosity removes dust from the surface of a rock. The images were taken by the remote micro-imager camera in the laser-firing Chemistry and Camera ChemCam.,https://images-assets.nasa.gov/image/PIA16819/PIA16819~thumb.jpg
PIA16821,Simulation of Curiosity Rover Drilling into Martian Bedrock,2009-10-13T18:12:01Z,image,['Mars Science Laboratory MSL'],NASA/JPL-Caltech,This animation depicts NASA Mars rover Curiosity drilling a hole to collect a rock-powder sample at a target site called John,https://images-assets.nasa.gov/image/PIA16821/PIA16821~thumb.jpg
PIA16822,Ancient Heritage,2013-02-11T19:00:47Z,image,"['Mercury', 'MESSENGER']",NASA/Johns Hopkins University Applied Physics Laboratory/Carnegie Institution of Washington,Ancient Heritage,https://images-assets.nasa.gov/image/PIA16822/PIA16822~thumb.jpg
PIA16824,NASA Satellite Captures New Russian Volcanic Eruption,2013-02-15T18:11:29Z,image,"['Earth', 'Terra']","NASA/GSFC/METI/ERSDAC/JAROS, and U.S./Japan ASTER Science Team","NASA Terra spacecraft reveals the still-active lava flows in the snowy winter landscape of Plosky Tolbachik volcano, which erupted for the first time in 35 years on Nov. 27, 2012, in Russia far eastern Kamchatka Peninsula.",https://images-assets.nasa.gov/image/PIA16824/PIA16824~thumb.jpg
PIA16825,Magnetic Fields and Bow Shocks Illustration,2013-02-19T21:10:02Z,image,"['Saturn', 'Cassini-Huygens']",ESA,This illustration shows quasi-parallel top and quasi-perpendicular bottom magnetic field conditions at a planetary bow shock. Bow shocks are shockwaves created when the solar wind blows on a planet magnetic field.,https://images-assets.nasa.gov/image/PIA16825/PIA16825~thumb.jpg
PIA16826,Taste of the Ocean on Europa Surface Artist Concept,2013-03-05T16:53:27Z,image,"['Saturn', 'Cassini-Huygens']",NASA/JPL-Caltech,"Based on new evidence from Jupiter moon Europa, astronomers hypothesize that chloride salts bubble up from its global liquid ocean and reach the frozen surface where they are bombarded with sulfur from volcanoes on Jupiter innermost large moon, Io.",https://images-assets.nasa.gov/image/PIA16826/PIA16826~thumb.jpg
PIA16827,Repeated Flybys Yield a Pole-to-Pole View of Europa,2013-03-05T16:53:28Z,image,"['Europa', 'Galileo']",NASA/JPL-Caltech/University of Arizona,This view of Jupiter moon Europa features several regional-resolution mosaics overlaid on a lower resolution global view for context. The regional views were obtained during several different flybys of the moon by NASA Galileo mission.,https://images-assets.nasa.gov/image/PIA16827/PIA16827~thumb.jpg
PIA16830,Minerals at Rocknest and John Klein,2013-03-12T17:00:01Z,image,"['Mars', 'Mars Science Laboratory MSL']",NASA/JPL-Caltech/Ames,"These images, made from data obtained by Curiosity CheMin, show the patterns obtained from a drift of windblown dust and sand called Rocknest and from a powdered rock sample drilled from the John Klein bedrock.",https://images-assets.nasa.gov/image/PIA16830/PIA16830~thumb.jpg
PIA16833,Two Different Aqueous Environments,2013-03-12T17:00:04Z,image,"['Mars', 'Mars Exploration Rover MER,Mars Science Laboratory MSL']",NASA/JPL-Caltech/Cornell/MSSS,This set of images compares rocks seen by NASA Opportunity rover and Curiosity rover at two different parts of Mars.,https://images-assets.nasa.gov/image/PIA16833/PIA16833~thumb.jpg
PIA16838,Vortices Bump into a Hot Spot in Jupiter Atmosphere,2013-03-14T18:30:02Z,image,"['Jupiter', 'Cassini-Huygens']",NASA/JPL-Caltech/SSI/GSFC,"In this series of images from NASA Cassini spacecraft, a dark, rectangular hot spot interacts with a line of vortices that approaches from on the upper-right side. The interaction distorts the shape of the hot spot, leaving it diminished.",https://images-assets.nasa.gov/image/PIA16838/PIA16838~thumb.jpg
